Iteration,Accuracy
0,0.7322530864197532
1,0.73070987654321
2,0.7287808641975307
3,0.7337962962962963
4,0.7283950617283951
5,0.7376543209876544
6,0.7345679012345679
7,0.7349537037037037
8,0.7314814814814814
9,0.7334104938271604
Iteration,Accuracy
0,0.7299382716049383
1,0.7318672839506174
2,0.732253086419753
3,0.7334104938271604
4,0.7349537037037037
5,0.7372685185185185
6,0.7318672839506174
7,0.7264660493827162
8,0.7345679012345679
9,0.7283950617283951
Iteration,Accuracy
0,0.7037037037037037
1,0.7037037037037037
2,0.7037037037037037
3,0.7037037037037037
4,0.7037037037037037
5,0.7037037037037037
6,0.7037037037037037
7,0.7037037037037037
8,0.7037037037037037
9,0.7037037037037037
Iteration,Accuracy
Iteration,Accuracy
